-2	-2	-0.1	-0.2
-2	-1.8	-0.1	-0.18
-2	-1.6	-0.1	-0.16
-2	-1.4	-0.1	-0.14
-2	-1.2	-0.1	-0.12
-2	-1	-0.1	-0.1
-2	-0.8	-0.1	-0.08
-2	-0.6	-0.1	-0.06
-2	-0.4	-0.1	-0.04
-2	-0.2	-0.1	-0.02
-2	0	-0.1	0
-2	0.2	-0.1	0.02
-2	0.4	-0.1	0.04
-2	0.6	-0.1	0.06
-2	0.8	-0.1	0.08
-2	1	-0.1	0.1
-2	1.2	-0.1	0.12
-2	1.4	-0.1	0.14
-2	1.6	-0.1	0.16
-2	1.8	-0.1	0.18
-2	2	-0.1	0.2

-1.8	-2	-0.09	-0.2
-1.8	-1.8	-0.09	-0.18
-1.8	-1.6	-0.09	-0.16
-1.8	-1.4	-0.09	-0.14
-1.8	-1.2	-0.09	-0.12
-1.8	-1	-0.09	-0.1
-1.8	-0.8	-0.09	-0.08
-1.8	-0.6	-0.09	-0.06
-1.8	-0.4	-0.09	-0.04
-1.8	-0.2	-0.09	-0.02
-1.8	0	-0.09	0
-1.8	0.2	-0.09	0.02
-1.8	0.4	-0.09	0.04
-1.8	0.6	-0.09	0.06
-1.8	0.8	-0.09	0.08
-1.8	1	-0.09	0.1
-1.8	1.2	-0.09	0.12
-1.8	1.4	-0.09	0.14
-1.8	1.6	-0.09	0.16
-1.8	1.8	-0.09	0.18
-1.8	2	-0.09	0.2

-1.6	-2	-0.08	-0.2
-1.6	-1.8	-0.08	-0.18
-1.6	-1.6	-0.08	-0.16
-1.6	-1.4	-0.08	-0.14
-1.6	-1.2	-0.08	-0.12
-1.6	-1	-0.08	-0.1
-1.6	-0.8	-0.08	-0.08
-1.6	-0.6	-0.08	-0.06
-1.6	-0.4	-0.08	-0.04
-1.6	-0.2	-0.08	-0.02
-1.6	0	-0.08	0
-1.6	0.2	-0.08	0.02
-1.6	0.4	-0.08	0.04
-1.6	0.6	-0.08	0.06
-1.6	0.8	-0.08	0.08
-1.6	1	-0.08	0.1
-1.6	1.2	-0.08	0.12
-1.6	1.4	-0.08	0.14
-1.6	1.6	-0.08	0.16
-1.6	1.8	-0.08	0.18
-1.6	2	-0.08	0.2

-1.4	-2	-0.07	-0.2
-1.4	-1.8	-0.07	-0.18
-1.4	-1.6	-0.07	-0.16
-1.4	-1.4	-0.07	-0.14
-1.4	-1.2	-0.07	-0.12
-1.4	-1	-0.07	-0.1
-1.4	-0.8	-0.07	-0.08
-1.4	-0.6	-0.07	-0.06
-1.4	-0.4	-0.07	-0.04
-1.4	-0.2	-0.07	-0.02
-1.4	0	-0.07	0
-1.4	0.2	-0.07	0.02
-1.4	0.4	-0.07	0.04
-1.4	0.6	-0.07	0.06
-1.4	0.8	-0.07	0.08
-1.4	1	-0.07	0.1
-1.4	1.2	-0.07	0.12
-1.4	1.4	-0.07	0.14
-1.4	1.6	-0.07	0.16
-1.4	1.8	-0.07	0.18
-1.4	2	-0.07	0.2

-1.2	-2	-0.06	-0.2
-1.2	-1.8	-0.06	-0.18
-1.2	-1.6	-0.06	-0.16
-1.2	-1.4	-0.06	-0.14
-1.2	-1.2	-0.06	-0.12
-1.2	-1	-0.06	-0.1
-1.2	-0.8	-0.06	-0.08
-1.2	-0.6	-0.06	-0.06
-1.2	-0.4	-0.06	-0.04
-1.2	-0.2	-0.06	-0.02
-1.2	0	-0.06	0
-1.2	0.2	-0.06	0.02
-1.2	0.4	-0.06	0.04
-1.2	0.6	-0.06	0.06
-1.2	0.8	-0.06	0.08
-1.2	1	-0.06	0.1
-1.2	1.2	-0.06	0.12
-1.2	1.4	-0.06	0.14
-1.2	1.6	-0.06	0.16
-1.2	1.8	-0.06	0.18
-1.2	2	-0.06	0.2

-1	-2	-0.05	-0.2
-1	-1.8	-0.05	-0.18
-1	-1.6	-0.05	-0.16
-1	-1.4	-0.05	-0.14
-1	-1.2	-0.05	-0.12
-1	-1	-0.05	-0.1
-1	-0.8	-0.05	-0.08
-1	-0.6	-0.05	-0.06
-1	-0.4	-0.05	-0.04
-1	-0.2	-0.05	-0.02
-1	0	-0.05	0
-1	0.2	-0.05	0.02
-1	0.4	-0.05	0.04
-1	0.6	-0.05	0.06
-1	0.8	-0.05	0.08
-1	1	-0.05	0.1
-1	1.2	-0.05	0.12
-1	1.4	-0.05	0.14
-1	1.6	-0.05	0.16
-1	1.8	-0.05	0.18
-1	2	-0.05	0.2

-0.8	-2	-0.04	-0.2
-0.8	-1.8	-0.04	-0.18
-0.8	-1.6	-0.04	-0.16
-0.8	-1.4	-0.04	-0.14
